Text
"Scenario: Current Policies, Region: USA, Variable: Agricultural Demand, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Land Cover Built-up Area, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Land Cover Built-up Area, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Land Cover Cropland, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Land Cover Cropland, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Land Cover Forest, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Land Cover Forest, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Land Cover Pasture, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Land Cover Pasture, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Population, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Population, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Agriculture, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Agriculture, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Agriculture, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Agriculture, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Agriculture, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Agriculture, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Agriculture, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Agriculture, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Carbon, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Final Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Primary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Primary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Primary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Primary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Primary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Primary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Primary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Primary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Price Secondary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Biomass, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Biomass, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Biomass, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Biomass, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Biomass, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Biomass, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Biomass, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Biomass, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Biomass, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Coal, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Coal, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Coal, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Coal, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Coal, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Coal, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Gas, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Gas, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Gas, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Gas, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Gas, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Gas, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Geothermal, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Geothermal, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Hydro, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Hydro, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Nuclear, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Nuclear, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Oil, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Oil, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Oil, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Oil, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Oil, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Oil, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Solar, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Solar, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Wind, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Wind, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Electricity, Model: GCAM-PR 5.3"
